	caption
39730	a boy in blue carries a bucket .
39731	A boy in blue swim trunks carries a blue bucket down a crowded beach .
39732	A child walks on the beach with a bucket .
39733	The boy in the blue shorts is carrying a bucket on the beach .
39734	Young boy in blue shorts at the beach .
39735	a redheaded woman eating some food with a few people standing around her
39736	A woman wearing black is standing by a woman with bright red hair outside a storefront .
39737	People , one of which is a redhead , are standing near the entrance to a store .
39738	Two girls stand outside of a shop .
39739	Two women , one with red hair , stand outside a store .
39740	People walk outside on a wooden walkway .
39741	three woman walk on the sidewalk .
39742	Two elderly women are walking past a younger woman on a public path .
39743	Walkers on a concrete boardwalk under a blue sky .
39744	Women walking beneath a blue sky and powerlines .
39745	A girl in a pink outfit and a blue cap laughs .
39746	An Asian girl in a pink dress is smiling whilst out in the countryside .
39747	A smiling girl in a hat carrying a striped cloth in a field .
39748	A young girl laughing .
39749	a young smiling girl in a hat crouched in a field
39750	A black and white dog following behind some spotted geese .
39751	A black and white dog stalks a flock of five geese .
39752	A flock of brown and white geese are walking through grass with a black and white dog nearby .
39753	A group of ducks in a field .
39754	The black dog is crouching down in the field behind the ducks .
39755	A brown and white dog with a pink Frisbee in its mouth is humping over a man 's back .
39756	A brown and white dog with a pink Frisbee in its mouth leaps through the air next to a young man in a knit cap .
39757	A dog catches a pink Frisbee .
39758	a dog with a Frisbee in its mouth , jumps over a man .
39759	Dog jumps over a man and catches a Frisbee in his mouth .
39760	A child is splashing in the water at the beach .
39761	A girl is playing in the ocean at dusk .
39762	A kid splashes in the ocean .
39763	A person is standing in water with it splashing all around them while another person lingers in the background .
39764	Two children playing in the surf .
39765	A red haired little boy smiles while swinging .
39766	A redheaded child is happily swinging in park .
39767	A smiling child is swinging on a swing .
39768	Boy playing on the swing .
39769	Young Blonde boy on swing set in park
39770	A baby hangs off an adult 's back while laughing .
39771	A child is hanging upside down from an adults shoulders .
39772	A girl is upside-down on someone 's shoulders .
39773	A small child hangs upside down from the back of an adult .
39774	A small child is hanging upside down from an adult 's shoulder .
39775	A small blonde boy and another small child are inside a cushion doghouse with a brown dog .
39776	Two children and a brown dog in a brown tube .
39777	Two children and a dog are in a bedroll .
39778	Two children in an enclosed dog bed with the dog .
39779	Two youn boys lay in a dog house with their dog .
39780	A child in the bathtub with water coming out of his mouth .
39781	A child spitting out water .
39782	A small boy in the bathtub spits water .
39783	A young child in a bathtub spitting water
39784	Young boy in a bathtub spits out water .
39785	A child throwing an orange toy .
39786	A small child is near a Frisbee .
39787	A young boy tries to catch an orange and yellow Frisbee in a green , grassy field .
39788	A young boy wearing a large hat reaches to catch a Frisbee .
39789	A young boy wearing a military sun hat catches a Frisbee outdoors .
39790	Two guys are playing horse shoe together .
39791	Two guys playing horseshoe .
39792	Two men playing horseshoes .
39793	Two men wearing jeans and sunglasses are playing horseshoes .
39794	Two people play horseshoes .
39795	A brown haired little girl is jumping through squirts of water .
39796	A girl runs through sprinklers that shoot water out of the ground .
39797	A young girl in red pants plays in a water fountain area .
39798	Little girl is jumping up in the sprinklers getting soaked .
39799	The girl is wearing a white shirt and red pants , and jumps through water .
39800	A boy is riding a dolly passed two 1950s cars .
39801	a boy pushes his scooter .
39802	A man pushes a cart on a street near some old cars .
39803	A person in brown and two older cars in front of a white building .
39804	A young dark-skinned boy pushes a cart on a street with old cars .
39805	A man in a beige trench coat is walking in the rain .
39806	A man in a tan trench coat and blue jeans walks with a black umbrella open over his head .
39807	A man in a trench coat is walking with an umbrella .
39808	A man with white hair , a long trench coat and an umbrella walks past a parking meter .
39809	Man walking with his umbrella in a bleak street .
39810	A girl walking with her grey umbrella .
39811	A woman holding an umbrella is standing near a parking meter .
39812	A woman is walking down the street holding an umbrella .
39813	A woman with a blue umbrella stands next to a parking meter .
39814	A woman in heels , black skirt and white shirt , holds her blue umbrella over her head while walking on a sidewalk near a parking meter .
39815	A black and white dog is herding a group of sheep on a dusty road .
39816	A black and white dog is watching over a flock of white sheep .
39817	A dog in near a herd of sheep .
39818	A sheepdog is rounding up a herd of sheep .
39819	A wolf-like dog herds a pack of white sheep on a dusty farm .
39820	A bundled-up toddler in the snow .
39821	A small boy is looking at footprints in the snow .
39822	A small child in winter gear is making tracks in shallow snow .
39823	A young child dressed in snowpants and blue hat tentatively steps on snow-covered ice .
39824	The child is well bundled as he walks in the snow .
39825	A group of people on a blue raft going down a river .
39826	A group of people paddle their blue inflatable raft down the rapids .
39827	a group of people white water rafting in a blue raft .
39828	Several people are rafting down a choppy river in rocky terrain .
39829	Some people are riding a raft down a white water river .
39830	Two children laying on the floor with a group of wooden blocks above their heads .
39831	Two children re laying on a rug with some wooden bricks laid out in a square between them .
39832	Two kids lie on a rug near wooden blocks and smile .
39833	Two little girls lie on the carpet next to an O made of wooden blocks .
39834	two young girls lay on the carpet next to wooden blocks .
39835	A girl and a woman playing with a ball in a pool .
39836	a woman and a little girl are playing with a ball in the pool underneath some water chutes .
39837	a young girl and a woman play volleyball with a beach ball .
39838	The mother and daughter are batting a ball in the air to each other at the water park .
39839	Two girls in a pool , one catching a ball the other has thrown .
39840	A boy in a red suit jumps into a pool .
39841	A boy in red shorts is jumping into a swimming pool with a red chair beside it .
39842	A small boy in red shorts leaping into a swimming pool .
39843	A small boy jumps into a swimming pool .
39844	A young boy in red swim trunks is jumping into a pool .
39845	A black and white dog is swimming through some water .
39846	A Dalmatian breed dog paddles through deep water .
39847	a dog swims through the water .
39848	A dog swims through water .
39849	Dog swims in the water
39850	The dog on the right has a red object in his mouth , and the other dog has biting it .
39851	Two black dogs playing with orange object run across grass .
39852	Two black dogs play with a toy .
39853	Two black labs run , one carrying an orange dog toy .
39854	Two dark dogs run together and one holds something in its mouth .
39855	A girl touches the fountain with her foot .
39856	A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water .
39857	A young woman tries to stick her foot in a fountain .
39858	Woman balancing on edge of fountain while sticking her toe in the water .
39859	Young blonde woman putting her foot into a water fountain
39860	Two blonde boys are playing on a bed .
39861	two boys fight .
39862	Two boys with blonde hair , wearing stripped shirts on a bed .
39863	Two little blond boys play on a bed in a room with wood paneling .
39864	Two little boys are playing together on the bed .
39865	A brown dog catching a Frisbee in the air .
39866	A dog is jumping in the air to catch an item .
39867	A dog leaps high in the air to catch a toy over the green grass .
39868	Black dog catching Frisbee at the park .
39869	Black dog with collar jumping up with a stick in his mouth
39870	A child smiles as he plays in an inflatable gym .
39871	A little boy is playing in a blow up toy .
39872	A little boy smiles as he stands in a large inflatable toy .
39873	A small boy jumps around in a yellow inflated bounce gym .
39874	A smiling boy plays inside an inflatable yellow and white toy .
39875	A black and white dog running on a green grassy field .
39876	A black dog is running across a grassy field by a tall fence .
39877	a black dog runs through a field .
39878	A black dog runs very fast in a field in a park .
39879	A dog running at a park , with a park bench in the background .
39880	A brown dog picks up a twig from a stone surface .
39881	A brown puppy chewing on a stick .
39882	A dog with big ears is holding a small stick in its mouth .
39883	A puppy has a stick in its mouth .
39884	A puppy with big ears chewing on a stick .
39885	A boy in a blue shirt and shorts jumping a bike with a ramp .
39886	a boy in a blue t-shirt is taking an orange bicycle over a jump in the street .
39887	A little boy in blue doing bike jumps .
39888	Kid in blue shirt doing tricks on a bike
39889	Young boy on bicycle jumping off a ramp .
39890	A little girl in a swimsuit and braids is in front of the water , in the grass , with her arms crossed in front of her chest
39891	A young girl in a bathing suit and pigtails crosses her arms .
39892	A young girl in a pink swimsuit .
39893	A young girl sitting in the grass near a lake .
39894	Ypoung girl with arms crossed over her heart wearing a bikini setting in tall grass in front of a body of water .
39895	Girls with orange hair standing on the street with some kind of bottle in their hand .
39896	two girls walking in the street
39897	Two girls walking next to each other and talking .
39898	Two teenage girls dressed like hippies walk and talk .
39899	Two women , one with a head bandanna , are standing next to each other while one holds a bottle .
39900	A girl is wearing a blue wig under a brown hooded jacket .
39901	A man wears an interesting blue wig in public
39902	A person with blue hair , a baseball cap , and a hood on stands outdoors in a crowd .
39903	Man with brown coat and sunglasses wears a blue wig and ball cap .
39904	One person in a crowd of people , wearing a blue wig
39905	A man wearing glasses is staring off into space .
39906	A man with glasses is standing in front of a building .
39907	A man with sunglasses looking straight ahead .
39908	A man with sunglasses standing by a white and red building with a very blue sky above .
39909	The man wearing the purple shirt is in the shadows .
39910	A group of people are walking while holding numerous baskets and rugs .
39911	A man carrying many woven baskets next to a man carrying a stack of rugs on his back .
39912	Two individuals carrying numerous products to sell are walking on a beach .
39913	Two people carrying colorful baskets and blankets walk near a building .
39914	Two people walking laden down with baskets and blankets .
39915	A bearded man sits at a bus window .
39916	A man with a grey beard is sitting by a window .
39917	An elder man with a long grey beard riding on the bus .
39918	bearded man rides a bus
39919	The man with the beard is sitting in a bus staring forward .
39920	Two boys play hockey on a frozen pond .
39921	Two children are playing ice hockey on frozen ground outside .
39922	Two kids play a game together with sticks in the snow .
39923	Two kids play hockey in the snow .
39924	Two kids play hockey on a pond .
39925	A man wearing a orange vest is canoeing in the blue water .
39926	A person paddles a boat while another has fallen into the water .
39927	One person kayaks as another kayer sinks their boat .
39928	Two kayakers ; one paddling and one in the water .
39929	Two small canoes are out in the middle of the water .
39930	An older lady wearing a Tinkerbell jacket .
39931	A woman standing near water is wearing a pink jacked with Tinkerbell on it .
39932	A woman wearing a pink TinkerBell jacket leans against a railing .
39933	A woman wearing a pink Tinkerbell sweatshirt leans on a railing overlooking water .
39934	Lady in a pink Tinkerbell jacket stands next to the railing and looks out at the water .
39935	A clown dressed in red and yellow holds something to his mouth .
39936	A man with black hair is wearing a red and yellow shirt and has a yellow clown nose and face makeup on .
39937	A person is wearing mime makeup and glasses on his head as he looks at the camera .
39938	A person wearing clown makeup points a fake gun at the camera .
39939	A person with black hair is dressed like a clown .
39940	A man in a wide-brimmed hat is sleeping against a column .
39941	A man sits on a cement column .
39942	A man sits outdoors with some of his belongings .
39943	A man sitting against a pillar selling hats .
39944	There is an old man sitting on the edge of a concrete pillar wearing a hat .
39945	A big grey dog wearing a chain collar has a smaller brown dog pinned down .
39946	A black dog stands on top of a brown dog on the grass .
39947	Brown and black dog tussle on grass .
39948	The Mastif playfully pins the German Shepherd in the grass .
39949	Two dogs are wrestling in a grassy field .
39950	Large group of people , most setting down on a walkway with two boys standing up holding plates .
39951	Many people are sitting and observing or going into a water attraction .
39952	Many people sit or stand around the fountain near the Space Needle .
39953	People sit by a fountain , a guy with purple hair talks to a guy in a hat .
39954	Two men , one with purple hair , at crowded fountain near Seattle Space Needle .
39955	A man climbing a mountain .
39956	A man climbs a mountain .
39957	A man is climbing the side of a mountain .
39958	A shirtless man climbs up a steep mountain .
39959	A young white man is climbing a mountain with a rope as a guide .
39960	A boy in a life jacket jumps onto something yellow , out of frame .
39961	A boy wearing a life vest suspended in the air .
39962	A child wearing a white , red , and black life jacket was bounced into the air by something big and yellow .
39963	A child with a floatation vest is being bounced off of something .
39964	The kid in the life vest jumps up in the air .
39965	A brown dog is playing outside in a grassy area .
39966	A brown dog wearing a blue harness jumps over the grassy field .
39967	A brown dog with a blue bandanna is jumping over grass .
39968	A dog is jumping in the grass .
39969	A dog runs through the grass .
39970	A woman wearing a brightly colored costume stands onstage .
39971	Brightly dressed , feather headed wearing women competing on a stage in some sort of pagent .
39972	Costumed women perform outdoors .
39973	Several women dressed in colorful costumes near a City Hall building .
39974	Women in costume stand on a stage .
39975	A white dog is running on a rocky beach .
39976	a white dog runs along the beach
39977	A white dog runs on a beach .
39978	A white dog walking on the beach .
39979	The white dog is running along the beach .
39980	a group of woman in pink dresses walking across a crosswalk towards a cruisship .
39981	A group of women in pink dresses , walking across a street .
39982	Girls in pink dresses walk toward a cruise ship
39983	Ladies in bright dresses are crossing the road .
39984	Several woman walking down the street dressed in pink and other assorted people .
39985	A group of girls and two are pulling on some type of yarn item in a girls bag .
39986	In a crowd , two other people finger the fringe of a knit garment hanging on a woman 's shoulder .
39987	The girls are braiding .
39988	Two women pull on another coat .
39989	Women pull on yarn-like strings of another woman 's plaid bag .
39990	A climber is sillhouetted against the sky and rocks as he hangs by a rope from another rock .
39991	A person hangs from a safety rope as he climbs down a large cliff .
39992	A person is abseiling down a rock face attached to a rope .
39993	A person jumping down a rope on a cliff .
39994	The man repels down the side of a cliff .
39995	A child walks while holding an adult 's hand .
39996	A man holds a child 's hand as they walk .
39997	A woman walks hand-in-hand with a little boy who looks like he 's pulling out a wedgie
39998	A young boy has his hand in the back of his pants as he walks .
39999	The man is walking with a young child outside .
40000	A boy is upside down in midair near a lake at sunset .
40001	A person does a flip by two sailboats and a lake .
40002	A person flipping upside down
40003	a person in midair doing a back flip .
40004	A person is doing a flip in midair near a lake with sails behind him .
40005	A brown and black dog is standing on its hind legs trying to catch something .
40006	A dog is jumping up on hind legs with its mouth open .
40007	A dog plays on the grass .
40008	A German shepherd playing with water in the grass .
40009	German Shepherd standing up snapping at droplets of water
40010	A boy in a black swimsuit playing near the water .
40011	A boy is splashing water in his bathing suit .
40012	A little shirtless boy in shorts splashes water .
40013	Boy in black swim trunks playing in spray of water .
40014	Young boy splashes water at the edge of a pool .
40015	a lone person in a harness climbing a huge rock .
40016	A man in a red shirt climbs a sheer cliff face over the tree tops .
40017	A man in a red shirt is rock climbing over many trees .
40018	A man in red clings to a sheer cliff face .
40019	The man in the red shirt is climbing the side of a mountain .
40020	The three children are playing on the rails .
40021	Three children climb on a livestock fence .
40022	Three children stand and climb on a fence .
40023	Three kids play on some bars .
40024	Two young boys and a young girl playing on a gaurd rail .
40025	A black and white dog is chasing a ball on an open plane .
40026	A black and white dog is running through a grassy area .
40027	A black and white dog runs on a dry , yellow field of grass .
40028	A dog is running towards a ball .
40029	A dog runs through a field chasing a ball .
40030	A child pulls another in a small wagon .
40031	A toddler in a red jacket and jeans pulling another toddler wearing a green hat and jacket and red paints in a red wagon .
40032	A toddler in dirty jeans attampts to pull a younger child in a wagon .
40033	A young boy pulls another boy wearing a silly hat in a radio flyer wagon .
40034	One child pulls another , sitting in a red wagon , along the sand .
40035	A boy is swimming underwater holding a toy in his hand .
40036	A little boy swimming underwater with a toy in his hand .
40037	A little boy swims underwater .
40038	A little boy underwater in a pool , holding a plastic dinosaur .
40039	Child swimming underwater with a toy in his hand .
40040	A man climbing a mountain .
40041	A man is climbing up a very large rock .
40042	A person hanging from a rocky cliff .
40043	A person in red rock climbing , a mountain in the background .
40044	A person wearing red clings to a rock face .
40045	A boat is on the water , with mountains in the background .
40046	A boat on the water .
40047	A lone boat sitting in the water .
40048	A white boat on glassy water with mountains in the background .
40049	This is a boat on the water with mountains in the background .
40050	A girl in black clothes leads the way in a race .
40051	Marathon runners are racing on a city street , with other people standing around .
40052	Runners in a race run down a busy street
40053	Runners who are competing sprint down the street .
40054	Two women runners in athletic shorts and bras going down a city street .
40055	A baseball player standing on the field
40056	a baseball player stands and faces the crowd .
40057	A baseball player wearing a number 19 shirt looks at the outfield .
40058	A male ballplayer wearing a white and blue uniform playing in front of a large crowd .
40059	Baseball player looking out into a stadium crowd
40060	A boy is leaping over a blue hose pipe as a little girl watches .
40061	A boy is leaping while his sister plays around a hose .
40062	A young boy jumping in front of a young girl and a house .
40063	Children are playing in and around a garden tube in the front yard of a house .
40064	Two children playing above a blue water hose .
40065	A brown and black dog on a leash is sniffed by a black and white dog .
40066	A dog on a leash walks on the sidewalk while another dog follows .
40067	A small dog on a leash is being smelled by another animal .
40068	The black and white dog is sniffing the butt of the brown dog that is on a leash .
40069	Two small dogs , one black-and-white and one brown-and-black , walk down the street .
40070	A boy wearing red crocs climbing a tree .
40071	A boy wearing red shoes is climbing in a tree .
40072	A child wearing red shoes climbing a tree .
40073	A small child is in a tree wearing red shoes .
40074	A young boy wearing red Croc sandals climbs a tree with healthy , green leaves .
40075	A girl sits on a swing .
40076	A girl wearing an orange shirt holds onto poles and looks down .
40077	A soft focus picture of a little girl wearing an orange sweater .
40078	a young girl with long brown hair holding a black and red striped stick .
40079	The girl in the red shirt smiles on the swing .
40080	One young girl pushing a toy while her twin sister looks on .
40081	Two children wearing bright pink clothes are playing with a toy lawnmower .
40082	Two girls are dressed the same and one of them is playing with a toy lawnmower .
40083	Two little girls stand against a wall , one girl has a happy face and the other girl has a sad face .
40084	Two twin girls playing with a toy in the driveway
40085	A brown dog drinks from a water bottle .
40086	A tan dog has a drink from water being poured from a spout .
40087	a yellow lab drinks water .
40088	The yellow dog is drinking water from a bottle .
40089	Yellow Labrador drinking water from a faucet .
40090	Two girls are sitting outside on the ground in front of a lake .
40091	two girls sit beside a river under a tree
40092	Two girls sit on the edge of a river .
40093	Two girls sitting beside the water near a tree .
40094	Two girls sit under a tree by the water 's edge .
40095	A dog leaps out of the water .
40096	a small dog jumping threw some a lake
40097	A tan dog jumps into water .
40098	A white dog is splashing through the water .
40099	Dog jumping out of water in a lake .
40100	A man is walking by trees in front of the city skyline .
40101	a man walking next to an extremely large tree trunk
40102	An old man is walking next to big , tall trees .
40103	Someone in a light shirt is walking past several large trees overlooking a city .
40104	The man walks among the large trees .
40105	A beagle is playing with a tennis ball .
40106	A puppy dog is playing with a tennis ball .
40107	A puppy is playing with a tennis ball on a well-kept path lined with groomed bushes .
40108	A puppy plays with a tennis ball on a stone path .
40109	A white-footed beagle plays with a tennis ball on a garden path .
40110	A man in a black shirt enjoys a snack while a woman in a white shirt looks confused .
40111	A man is eating from a paper cone while a woman stands behind him .
40112	A man is standing in front of a woman while eating something .
40113	One dark-skinned man is eating French Fries and blond woman is standing behind him
40114	The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face .
40115	A man in pets a dog on the chest at a park .
40116	A man petting a dog .
40117	A young man scratches the neck of a dog .
40118	A young man sits with a dog outside .
40119	a young man sitting and petting his dog
40120	A boy holding a fishing rod .
40121	A young boy fishes .
40122	A young boy with a hat on has a fishing pole in hand .
40123	A young fisher fishes .
40124	The child wearing a cap is holding a fishing pole .
40125	A baby in a white top is sitting on a bed .
40126	"A baby wearing a "" my best buddy "" shirt on a bed ."
40127	A cute baby boy is sitting on the bed looking very happy .
40128	A small baby sits on a bed and smiles .
40129	Small boy wearing blue shorts sitting on bed .
40130	A blonde fisherman standing in the water prepares his hook .
40131	A fisherman wearing a waterproof jumpsuit looks at something in his hand .
40132	A man hooking a line .
40133	A man in fishing overalls in the water .
40134	The fisherman stands in water while looking at something small in his hands .
40135	A cross-country skier following a path .
40136	A cross-country skier going through the woods .
40137	A person is cross-country skiing through the snow .
40138	A skier is by himself in the woods .
40139	Lone skier walks through the snow .
40140	A woman climbs up a cliff
40141	A woman rock climber scales a cliff far above pastures .
40142	A woman rock-climbing on a cliff .
40143	A woman rock-climbs in a rural area .
40144	Woman climbing a cliff in a rural area
40145	kids are playing ball in front of a , big fancy building
40146	Three boys play along a decortive wall outside of a building .
40147	Three kids play on a wall with a green ball .
40148	Two children are climbing on the wall of a white building whilst one child plays with a green ball .
40149	Two children play on a stone railing while a third catches a green ball .
40150	A lady ice skates while pulling a child in a buggy .
40151	A mother pulls her daughter in a wagon over a snowy plain .
40152	A woman pulling a wagon with a girl in it across a frozen lake
40153	The girl pulls a toddler in a cart while skating on the ice .
40154	The woman is ice skating and pulling the little girl in the cart across the ice .
40155	A bearded man is sitting on a bench wearing a fur lined jacket and hat .
40156	A bearded man with animal hide coat and hat .
40157	A long-bearded man wearing a coat , fur vest , and broad brimmed fur-trimmed hat .
40158	Man wearing animal skins sitting on a green bench .
40159	The man with a long beard and moustache , wearing a hat , sits outside .
40160	A group of boys play soccer on the grass while another looks down from a rock .
40161	A group of young boys are playing soccer in front of a small hill
40162	Children play soccer in a field .
40163	Eight boys playing soccer in the grass .
40164	Similarly dressed children are playing soccer in a rocky field in front of a building .
40165	A boy and a dog on a dock are watching another dog swim away .
40166	A boy and a dog stand on a dock watching another dog .
40167	A boy and a large dog stand on a dock watching another dog swim in the water .
40168	A boy and his dog are watching an object in the water .
40169	a boy in a white shirt and a black dog looking at another dog in the water
40170	A girl sits on the beach under a bright pink sunshade .
40171	A person is sitting under a purple umbrella on the beach .
40172	A woman in a black bathing suit is sitting under a purple umbrella on the beach next to the ocean .
40173	A woman in a black swimsuit sits under a hot-pink umbrella at the beach .
40174	woman sitting on the beach under a pink lawn umbrella .
40175	girls in swimsuits jumping into water from behind
40176	A group of five women and girls in bathing suits jumps into the water with their backs to the camera .
40177	Five girls in swimsuits , are seen from the back , jumping into the water .
40178	Girls in swimsuits , holding hands and leaping into water .
40179	The five girls wearing swimsuits jump into the water .
40180	A child jumps into a pool as a man looks on .
40181	A girl with swimmies on is jumping into a pool .
40182	A little girl wearing orange arm floats jumping into a pool .
40183	A little girl with inflatable armbands is jumping into the pool
40184	A young girl with water wings leaps into a crowded pool
40185	A black dog with a brown muzzle next to a body of water , shaking off water with a stick in its mouth .
40186	A black dog with a red collar has an item in his mouth and is climbing out of a pool .
40187	A brown dog climbing out of a pool with a stick in his mouth .
40188	A dog with a stick in its mouth climbs out of the water .
40189	The dog is climbing out of the water with a stick .
40190	A man is asleep on the ground near two bank machines .
40191	A man is slouched near an ATM while another man is withdrawing money from a different ATM .
40192	A man sits in front of an ATM machine while another man uses the machine .
40193	a man with a brwon jacket on his shoulders lying on the sidewalk near two ATM machines .
40194	There is a man using an ATM machine , while a man sleeps on the ground next to him .
40195	A man grasps onto the rock face .
40196	A man in a red shirt attempts to climb a rock .
40197	a man wearing red , climbs a large rock .
40198	man in red shirt climbing rock cliff
40199	Rock climber without a rope .
40200	a boy jumps into the pool .
40201	An adult watches a child somersault into the pool while another child looks on .
40202	A woman throwing a little boy into the pool .
40203	Woman in blue is tossing a young child into a pool .
40204	Woman throws little boy into pool as another boy watches .
40205	A mountain landscape .
40206	A mountainous photo is complete with a blue sky .
40207	A snowy mountain range .
40208	Rocky mountains .
40209	Snow covered peaks .
40210	a group of four people conversing next to a bus
40211	Four people taking in front of a bus .
40212	Four teenagers standing next to a bus and talking and laughing .
40213	the two couples are chatting by the bus .
40214	Two girls and two guys are talking to each other with a bus in the background .
40215	A Beagle dog is walking on the shoreline at the beach .
40216	A beagle walking on the beach next to some waves .
40217	A beagle walks along the calm shore .
40218	The beagle is on a beach walking along the shoreline
40219	The beagle is walking on the beach at the waterline .
40220	A female in a pink tank top drinking beer .
40221	A woman in a dark pink tank top , has a bag across her shoulder .
40222	A woman in a pink tank top drinking out of a plastic glass .
40223	A woman in a pink tank top holds a plastic beer mug .
40224	a woman wearing a pink tank top holding a mug of liquid
40225	A runner in a yellow shirt is cresting a hill .
40226	A runner with one green shoe and one white shoe runs uphill .
40227	A single runner is watched by onlookers in a race .
40228	Man wearing green sneakers runs down highway .
40229	The runner in red and yellow has just made it up the hill .
40230	A boy licks an older male 's face that 's covered in a blue and yellow creamy substance .
40231	A child in a yellow shirt is licking brightly colored food off of a mans cheek .
40232	A young boy is licking blue and yellow frosting off a young man 's face .
40233	A young boy is licking colored frosting off a young man 's face .
40234	Someone licks the face of a man with blue and yellow paint on his face .
40235	A guy is riding a bike up the side of a hill .
40236	A young man bicycles towards the camera and away from beautiful mountains on a clear day .
40237	Man on bike in mountains
40238	Man riding a bicycle down a narrow path .
40239	man riding bike on trail
40240	A couple of men sit by a large stone slab with mountains in the background .
40241	Two men rest near a mountain range .
40242	Two men sit against a stone monument among snow covered peaks .
40243	two men sit at a encripted stone in the mountains .
40244	Two men sitting next to a tall stone .
40245	There are two men riding bicycles outside in the snow covered countryside .
40246	The two men and their bikes are on the side of a snowy road .
40247	two men on bicycles on the side of a snowpacked road in the country
40248	Two men stop on a snow-covered hill with their bicycles .
40249	Two men taking a break from riding their bikes on a snowy road .
40250	a biker bikes in the mountains .
40251	A male bicyclist on a mountain road .
40252	A man biking in front of mountains .
40253	A man is biking down really rough terrain .
40254	Man on bicycle trek high in the mountains .
40255	A man on a bike nest to a river .
40256	A man rides a bicycle on a rocky path beside a lake in the mountains .
40257	A man rides a bicycle on a rocky trail along a large river .
40258	A man stands astride a bike on a rocky trail by a lake .
40259	The man on the bike is sitting on a gravel hill .
40260	A brown dog and a black dog run into each other in the grass .
40261	A brown dog is grabbing the collar of a black dog .
40262	A dark black dog is playing with a light brown dog in a backyard .
40263	Two dogs are wrestling in a field .
40264	Two dogs are wrestling in the park .
40265	A hiker navigates a rope and wood bridge over a large dry ravine .
40266	A person with a shoulder bag is walking across a shaky wooden slat bridge .
40267	a woman crossing a wooden link wire bridge
40268	A woman walking across an old rope and driftrood bridge between mountains .
40269	The woman is walking on a rickety narrow bridge .
40270	A large tent with a green cover at a campground .
40271	A tent and a campsite in a sunlit forest .
40272	Picture of a campsite with a big green tent .
40273	Rays of sunlight shine down on a green tent in the woods .
40274	The sun is blazing through the trees onto a green tent in the woods .
40275	A child is playing in the muddy water running along a grassy area .
40276	A little boy is sitting on a wet path covered in mud .
40277	A small boy sits in a mud puddle and gets covered with mud .
40278	a very dirty young blond boy playing in the mud .
40279	The little kid sits down in the muddy water .
40280	A girl in a tutu and a boy in a costume in a dancefloor .
40281	A little girl in a pink tutu gets ready for ballet dancing , a boy in a Spider-Man shirt behind .
40282	a young girl wearing a pink tutu dancing with another young boy in the background .
40283	A young girl wearing a tutu dances in a large room .
40284	Two children are in costume in a dance studio .
40285	A kid is pushing a shopping cart behind an adult inside a consumer market .
40286	A little boy is hanging on to a shopping cart following behind a man .
40287	A small boy wearing a white shirt pushes a grey shopping cart .
40288	A young boy attempts to push the Walmart shopping cart for a man .
40289	The young boy is pushing the cart inside the store .
40290	A giant inflatable ball , taller than a man , is chased by two men in orange shirts .
40291	The men are on a hill with a giant white ball .
40292	Two men are trying to push this very large inflatable golf ball
40293	two men roll a huge ball .
40294	Two workers in orange and black set up bubble
40295	A baby is trying to eat a large red plastic toy outdoors .
40296	A blonde infant chewing on a red toy .
40297	A blonde toddler placing his mouth on the edge of a red plastic toy .
40298	A child plays with a toy in the grass .
40299	A child with his mouth on a red plastic toy .
40300	A man in red swim trunks is jumping onto a bodyboard .
40301	A man in red trunks flies through the air with a boogie board .
40302	A man with a wake-board is diving over a surface that is not water .
40303	A shirtless man bodysurfs .
40304	Man is diving onto his wakeboard .
40305	A closeup of a man holding a baby wearing a blue shirt .
40306	A man holds a chubby baby with pink cheeks and blue shirt .
40307	A man in black holds a baby .
40308	Ever since his baby girl started coming to the arcade with him , the dad enjoys watching others play his favorite pinball game .
40309	The man is holding a baby near a carnival game .
40310	a dog jumps into the pond .
40311	A dog leaping into the water near a motorboat .
40312	A light colored dog jumping off the back of a boat into the water .
40313	A tan dog jumping off of a boat into the water .
40314	The yellow dog is jumping off of a ship into the water .
40315	A boy jumping off of a dock while his friend watches
40316	Two boys are climbing a wooden platform and jumping into a river .
40317	Two boys jumping off the pier into the water .
40318	Two boys preparing to jump off a pier located on a large body of water .
40319	Two children jump off the dock into the lake .
40320	A brown dog is running over snow near leafless trees .
40321	A brown dog runs across a snowy field .
40322	A dog is running through the snow .
40323	A dog runs through the snow .
40324	A medium sized brown dog is running through an open white wooded area .
40325	Hikers cross a bridge over a fast moving stream and rocky scenery .
40326	People crossing a long bridge over a canyon with a river .
40327	People walk across a rope bridge over a rocky stream .
40328	Some hikers are crossing a wood and wire bridge over a river .
40329	Three people are looking across a rope and wood bridge over a river .
40330	A hiker is walking along a path at the foot of some snowcapped mountains .
40331	A man walks near mountains .
40332	A man with ski poles stands in front of a mountain .
40333	The person is walking in the mountains .
40334	The skier is looking at the snowcapped mountains .
40335	A group of people gather on a balcony .
40336	A group of people standing on a balcony in a very modern setting .
40337	a group of people standing on a small balcony of a large building
40338	A group of people stand on a balcony .
40339	Four people ride in an outdoor elevator .
40340	Two men in ethnic dress standing in a barren landscape .
40341	Two men in keffiyahs stand next to car in the desert and wave at a passing vehicle .
40342	Two men in robes wave at an approaching jeep traveling through the sand .
