	caption
33936	a man in a purple had climb a rocky wall with his hand 
33937	a girl holding a picture of michael jackson smiling
33938	a man sits in a wheelchair a a woman push him 
33939	a man with a blue shirt posing with a taller man in sunglass
33940	two child  warmly dressed  are playing in the snow 
33941	the boy is doing a stunt  through the air  on his bicycle 
33942	a small dog with a ball in it mouth running through a course 
33943	a young girl walk quickly outside 
33944	several people are standing and sitting on a grassy field watching a dog jump over a man to catch an orange frisbee 
33945	the hockey player in yellow is challenging the player in red for the ball 
33946	group of people standing in a subway tunnel 
33947	a toddler prepares to throw a frisbee 
33948	a dog chasing a deer in a field with yellow flower 
33949	three young child are covered in foam 
33950	a striped dog run along the beach 
33951	three woman on the street drinking and posing
33952	a man is holding a violin whilst the woman play it with the bow 
33953	a boy sitting in a car making a surprised face
33954	a child playing with fire 
33955	a man holding flower run from two policeman 
33956	people in the middle of city street surrounded by large building 
33957	a woman in a skirt walk down a path 
33958	two black dog collide 
33959	a man sits on the stage giving technical assistance for a performance 
33960	a man climb a rock wall 
33961	woman stand on fallen tree near winding river taking photograph of animal 
33962	large dog running in the field 
33963	a brown and black dog fetching a tennis ball in a lake 
33964	a white bird spread it wing and jump into the water foot first 
33965	a person grinding a ledge on a skateboard 
33966	a boy falling headfirst into a pool
33967	woman in costume stand on a stage 
33968	two child play with a white dog 
33969	young people sit on the grass near a crooked tree with pink blossom 
33970	two little kid are beating on a bongo drum 
33971	two guy are kayaking  one orange one blue  down a creek 
33972	a young asian boy in a orange longsleeved tshirt hold a magazine 
33973	two child ride saucer down a snowy hill 
33974	three child playing with metal furniture 
33975	a crowd of people surrounding a woman in white wearing sunglass 
33976	two small girl running down a hallway 
33977	two woman are kick boxing 
33978	a little boy wipe his nose with his blue shirt 
33979	a smiling little blonde girl hold stand in a play structure and hold a green toy 
33980	a person climb up a rock face 
33981	a group of people are running a race 
33982	a boy carry a huge snake around his neck outside 
33983	two kid in blue wetsuits surf 
33984	a man holding a flag stand next to a woman wearing black and white 
33985	a child is laying in a bubble bath holding a yellow scrubbing brush up to his mouth a if singing into a microphone 
33986	young lady in bikini lying on the beach
33987	a woman work hard to maintain a fingerhold a she climb a rock face 
33988	a group of people are gathered together 
33989	a little girl in blue pane dance on the grass 
33990	a brown dog sleep on a green pillow 
33991	three men in dress shirt in a bar  with a woman lying on the bar and a female bartender in the background 
33992	a man is at a park and about to enter a large round structure 
33993	a small boy wearing red kick a soccer ball above the grass 
33994	a man  woman  and child 
33995	young boy smile at the camera from the tire swing 
33996	men on horse displaying their flag at a joust 
33997	a small white dog run across the sand 
33998	a young boy on the beach by rope 
33999	in this plaza  we see a green vw beetle  a white sport coupe and many people looking at the auto 
34000	the woman ha her face painted with a red star and is drinking a beer 
34001	three dog run through the water near the rock and make splash 
34002	a young boy with a purple mohawk playing the violin 
34003	a small boy is kneeling on a step with his hand in the air 
34004	the woman is holding a child and posing for a picture 
34005	a man in orange and blue is in the lead in a bike race 
34006	a dog run on the beach 
34007	a dog nurse her puppy 
34008	a boy on a skateboard balance on a red beam 
34009	a basketball player in white leap up at the net 
34010	a girl in a burka is learning vocabulary in a classroom 
34011	this brown pitbull is carrying a soccer ball in his mouth 
34012	a boy is jumping on yellow spot that are painted on the floor of a water fountain 
34013	a girl sits on what appears to be a crocodile 
34014	the little boy is coming out of the water in a swimming pool 
34015	two dog run through mud 
34016	three passenger on a train car 
34017	three people are crossing a rope bridge hung between pine tree 
34018	looking down on someone climbing a cliff over water 
34019	three guy play saxophone while another drum on bucket 
34020	a group of men are playing rugby 
34021	father and son swimming 
34022	a girl play with a necklace a the sun shine behind her 
34023	two furry beige dog playing in ocean surf 
34024	a little girl in a green bathing suit is getting splashed in a water fountain 
34025	a small blonde child jumping from one bed to another 
34026	a man in midair doing a bicycle stunt on a half pipe 
34027	two guitarist dressed in white perform 
34028	an overhead shot of people gathered in a casino 
34029	the woman wear a blue coat  black hat  and red scarf  while holding a red bag 
34030	a smiling girl slide down a purple slide foot first 
34031	the dog  all belly  leap in the air to catch a large ball 
34032	the head coach is walking out on the field 
34033	a body boarder is being dumped on the beach by a wave whilst other surfer are standing around in the water 
34034	a man wearing a black wetsuit is surfing in the water 
34035	a man carying stick descends a rocky hill 
34036	the small yellow and white dog jump over an obstacle with a tennis ball 
34037	the black dog is wearing a blue jacket and playing with a toy 
34038	a young girl sitting in the grass near a lake 
34039	two dog play together 
34040	this person is falling off a scooter  in a parking lot 
34041	a woman sits with two child while a picture of a man is on the computer on the table 
34042	little girl ignoring the current adult procession going on
34043	a young boy is draping a toy over a young girl on a skateboard 
34044	a person in winter clothes cover their face with a sweater 
34045	many people are crowded together  with a couple of them looking upwards 
34046	a dog is jumping in the air in a field of grass 
34047	a man is riding a mountain bike through woodland 
34048	a child is sprawled underneath a blanket in midair 
34049	a group of people hold a frisbee with their finger 
34050	a man kayak in rough water 
34051	two old people walk down a set of stair  holding hand 
34052	a child with orange and white water wing is playing in a pool 
34053	some people are mingling in a room that ha photograph all over the wall 
34054	a man repels down a snowy mountain 
34055	a tattooed man dunk a basketball 
34056	a child crouch at the top of a reflective playground slide 
34057	two dog nussle one another in the grass near a lake 
34058	boy playing soccer 
34059	two people in winter clothing 
34060	a dog in a number six jersey is running through a field 
34061	two men wearing jean and sunglass are playing horseshoe 
34062	the girl ride at the ocean 
34063	two blonde boy  one in a camouflage shirt and the other in blue  are having a water fight 
34064	the dog rest after playing catch 
34065	a boy in a striped shirt and hat doe trick on the step 
34066	asian girl with white tank top and pink short running through grass 
34067	the dog crouched on the orange rug and stared at the tennis ball 
34068	a black dog with a stick swimming in the ocean 
34069	a person doing a bicycle trick over a wooden ramp 
34070	a man wearing an orange shirt hit a ball with a tennis racket 
34071	two individual underwater scuba diving 
34072	a man is doing a jump on bicycle in an indoor skate and bike center 
34073	two yellow dog run together in green grass 
34074	a man in black wearing a helmet on a mountain bike travelling very fast 
34075	a girl whose head is sticking out of the water at her mouth 
34076	a man in a blue shirt and a woman in a white shirt in front of a sign written in an asian language 
34077	people stand in line at a place with purple lighting 
34078	a man in a red kayak in the water 
34079	the basketball player in the orange jersey is being guarded by the player in the blue jersey 
34080	a young boy is wearing a paper crown while sitting in a grocery cart 
34081	the skateboarder is doing a trick at the skate park
34082	a young boy next to apple at a medieval fair 
34083	the couple is sitting on a rock overlooking a valley 
34084	a biker jumping extremely high 
34085	small girl in tunnel 
34086	a woman play tugofwar with her black dog in a brown landscape surrounded by tree 
34087	a brown dog kiss the ear of a white dog in the snow 
34088	a black dog bite a white dog on the grass 
34089	a man is swinging a paddle at a unique ball game 
34090	a boy run along the street 
34091	a group of woman pose for a picture a a man play guitar behind them 
34092	four people are in silhouette whilst watching the sunset 
34093	a lone skier go down an empty hill under a blue sky 
34094	five dog are racing on a dirt track 
34095	a basketball player for north carolina move with the ball in hand 
34096	a dog running in the grass 
34097	a woman with long black hair and a white shirt is running up the sand and tall weed 
34098	the dog sits by a snowdrift 
34099	there is a person standing a mountain that ha some interesting shape 
34100	a dog look on a a woman eats 
34101	little boy laying in a pile of leaf next to a skateboard 
34102	a bride in a white dress is holding a purple bouquet whilst standing next to her groom 
34103	a brown and black dog approaching a red ball 
34104	a person stand in the snow at the bottom of a snow covered mountain 
34105	a man and a woman are looking at the view on a stairway by the sea 
34106	a young child walk among fallen leaf 
34107	a woman in white jacket snowboarding at a park 
34108	two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress 
34109	a motorcyclist is about to fall over 
34110	the black and white dog along with the brown dog are galloping outside
34111	four child  out in a yard  leap into the air 
34112	a man sits in a glider cockpit on the landing strip 
34113	an american footballer in a white strip is making a run with the ball 
34114	closeup of a dog standing on it hind leg
34115	a black dog is chasing a tan and white dog on a sunny day 
34116	a man smile and hold onto a rope on a boat 
34117	a man performs a trick on his minirace car  with one leg flying out in the sky 
34118	a brown  fluffy dog jumping into a swimming pool after a red toy 
34119	this man is swinging on the rope swing out over the blue water 
34120	two men sit on bench on opposite side near a billboard 
34121	two young boy playing a game on a log while other kid look on 
34122	two dog chase each other near the water 
34123	a large boat drive through the harbor 
34124	two dog  one holding a ball 
34125	a bicyclist is performing a trick on a tall tree 
34126	a girl is wearing a blue wig under a brown hooded jacket 
34127	two girl hang upside down at a park
34128	a climber is sillhouetted against the sky and rock a he hang by a rope from another rock 
34129	a man standing on the shore 
34130	a religious float is surrounded by people at a street festival 
34131	a little girl and boy play in the sand on the beach 
34132	two woman and a man are looking at a book 
34133	four child jump in a pool 
34134	a group of men running in a field 
34135	two men are standing on a golf course with a large  ornate building in the background 
34136	a boy climb into his toy car 
34137	three white and brown dog are playing outside in a grassy area with a play set in the background 
34138	a group of men and woman are in wedding attire 
34139	two people lower themselves into a cave with long rope 
34140	two dog running near a river while one dog in swimming in it 
34141	there is a skyscraper in the distance with a man walking in front of the camera 
34142	a woman in a red sweater raise her hand in a crowd 
34143	a man hold a cigarette 
34144	a cowboy wave a lasso in the air at a horse show 
34145	a woman in a pink sweater look pensive next to a crowd of laughing woman 
34146	a white bird graz above the water 
34147	the girl are taking a picture of themselves 
34148	a little girl play on a toy basketball game 
34149	a motorcyclist doe a nose wheelie 
34150	a middle aged man and woman ride bike down a road beside the water 
34151	a dirt biker leap through the air 
34152	two people ride up the mountain on a ski life 
34153	a white race car racing a yellow car 
34154	a man in a black jacket is taking a photo of a man in a red jacket 
34155	several people are running quickly through a parking lot 
34156	a man is standing in the pool behind the dog that is swimming 
34157	the girl eating spaghetti is wearing a red jacket 
34158	man with tan cap  suit jacket and plaid shirt behind a picture in an outdoor scene with other people in the background 
34159	a topless guy jumping a ramp on a bike 
34160	a guy try to climb a stone cliff while his friend help him 
34161	two surfer are riding wave in open water 
34162	a white dog with a black patch go through an obstacle 
34163	a smiling boy pulling something from a magician s bag 
34164	a man is doing a back flip on a beach in front of the ocean 
34165	small brown dog on leash
34166	a young child in a blue outfit play with a watch he is wearing 
34167	a dog is chasing another dog carrying a toy 
34168	a small girl in a bathing suit jump above a kiddie pool 
34169	a smiling man climb a rock 
34170	two people stand on the pier looking at the ocean and embrace 
34171	two small child running on a beach 
34172	a woman in a bright safety jacket is standing next to large pipe 
34173	a man hang onto the monkey bar at a jungle gym 
34174	child playing on a swing set at a park 
34175	two dog are running around a dog track wearing muzzle 
34176	a child play in a fountain 
34177	ballplayer in blue and white uniform are on the field playing baseball 
34178	two dog are staring at a splash in the water
34179	one black dog and one mixed color dog run down a hill 
34180	small puppy stand on top of plastic bag 
34181	a young man with gold short short and a black top is walking in a parade 
34182	two girl arm wrestle while a third girl in a pink shirt and glass watch 
34183	four teenager standing next to a bus and talking and laughing 
34184	a skydiver safely land while another watch from the ground 
34185	a softball player in red and white swing and hit the yellow ball 
34186	a male walking and a female talking on the phone beside the concrete building 
34187	two people talk to a street person in front of wall of graffiti
34188	four men posing on the street in green shirt and black pant 
34189	a man with rock climbing equipment is hanging from a vertical  white rock 
34190	a young girl on a train read a book about train ride 
34191	a dog jump over some water 
34192	a man wearing a blue shirt and glass 
34193	a man kneeling on the ground surrounded by several cat
34194	a mostly black short haired dog is running in a swampy area with it tongue out 
34195	the young boy learns how to ride a bike with his dad 
34196	a woman is throwing a red frisbee toward a brown dog 
34197	a group of dressedup people talking 
34198	a woman hiker stopped at the top of a mountain with a beautiful view
34199	there are 2 shirtless boy jumping up from some water looking at a soccer ball 
34200	a young girl pulling the tail of an alligator staue
34201	four boy play on a merrygoround at a park 
34202	a yellow dog is chewing on a white stuffed toy 
34203	a kayaker go through the wave holding his paddle 
34204	a person swinging on a swing
34205	child climbing statue 
34206	boy in camouflage crawl on floor 
34207	a dog shoulderdeep in snow 
34208	a baby in a blue shirt is in a swing 
34209	two little white dog are playing outside in the snow 
34210	a man play a yellow guitar while a cat watch him 
34211	two hiker crossing a snowy field  with mountainous terrain behind them 
34212	bicyclist waiting at an intersection 
34213	a tan dog chewing on a broom 
34214	a snowboarder get air off a jump 
34215	a school basketball game is in progress 
34216	there is a very oiled darker woman on a pink towel  lounging on a lawn chair next to her flip flop and suntan lotion 
34217	several woman and men are lifting their arm straight up above their head 
34218	a man in a blue jersey is kicking a ball while another man watch 
34219	a white dog run with one ear up 
34220	a musician play a strange pipe instrument whilst standing next to a drummer on a stage 
34221	people passing water balloon in the street
34222	a basketball player in a white uniform is making a jump shot against a team wearing black uniform 
34223	a man in a yellow kayak negotiates some white water 
34224	a small dog jumping on a street 
34225	a black dog is chasing a smaller brown dog over grass 
34226	a black dog is following a brown dog that is carrying a brown plate through a grassy field 
34227	friend posing for a picture while holding plate
34228	there is a notre dame quarterback dropping back into the pocket at a game 
34229	a girl kneel on a round fountain that spray water into the air 
34230	the basketball player in white is holding an orange basketball 
34231	child playing with a soccer ball near a goal net 
34232	two people sitting on a dock under a lamp post with cloud in the sky beyond them 
34233	dog in plant crouch to look at camera 
34234	a person in blue and red ice climbing with two pick 
34235	a young girl is looking at the camera with a pen stuck up her nose 
34236	a young boy sitting is a field with a drain pipe in the background 
34237	a brown doberman is outside with a stick in it mouth 
34238	a girl wearing pink flip flop and tights is swinging a tennis racket at a tennis ball 
34239	a rollerblader grind a rail 
34240	a black dog is walking along the side of a pool 
34241	two dog are tugging at a piece of white material 
34242	an old person is sitting in a plush chair with a huge white dog laying on top of him or her 
34243	two girl are playing soccer with orange and white uniform 
34244	an older woman sitting at a table in a restaraunt  holding a glass 
34245	a coach talk to a football player during a timeout 
34246	the man with the soccor ball is being hit by another man 
34247	a greyhound wearing number 8 is racing 
34248	a small group of people sitting together outside 
34249	a man in swimming trunk jumping off a rock into a lake 
34250	a man is jumping his bicycle off a ramp in a skate park 
34251	a woman in a striped dress walk with shopping bag 
34252	a boy wearing a life vest suspended in the air 
34253	woman get her hand kissed by living statue street artist 
34254	a woman wearing a black shirt walk among a crowd in a city 
34255	a baseball player is making a play nearby a large sign and boundary of the field 
34256	a dog with a frisbie in his mouth is running in a snowy field 
34257	a group of four guy wearing tutu
34258	a man in dark short is windsurfing on a clear day 
34259	a brown dog sits still on a hillside 
34260	three girl playing on the ground 
34261	people in the city 
34262	two people dressed in costume talk to each other 
34263	two men sit together on a set of step outside near a street 
34264	a group of people sit on a bench  waiting for the bus 
34265	a little girl in a swimsuit and braid is in front of the water  in the grass  with her arm crossed in front of her chest
34266	a woman in green stand with her hand on her hip 
34267	child are playing leapfrog in front of a fountain
34268	girl climbing rock wall
34269	two girl sit back to back 
34270	two kid playing on mat 
34271	black dog catching frisbee at the park 
34272	a group of people sitting on top of a hillside 
34273	a boy run along a beach while a group of young girl watch 
34274	the girl is swinging on a rope over a small pond 
34275	a yellow dog run through green grass 
34276	a man with face peircings and a red fadora hat smile at a fair 
34277	a boy playing basketball in a gym
34278	two dog standing in snow 
34279	a small child wearing a blue shirt playing with his glass 
34280	two people are on bike are next to a white building 
34281	people move furniture through the secondstory window of a building using rope and pulley 
34282	boy skateboarding on ledge
34283	a man on a motorcycle making a tight turn
34284	three woman at an art gallery  two of the woman holding wine glass 
34285	a brown dog ha a ball in his mouth while playing in the fence 
34286	a shirtless skateboarder 
34287	the two people gazed at the unique picture on the wall 
34288	a woman is snowboarding down an incline while another woman stand behind 
34289	dog with muzzle and sweater marked 5 run on dirt track 
34290	a toddler in blue short is laying face down on the wet ground 
34291	there is a crowd of people of men  woman and child 
34292	two gray dog run together over the green grass 
34293	a girl sitting in a dark bar 
34294	two dog  the white one standing on a frisbee  playing together on grass 
34295	a brown and white dog attempt to catch a dirty tennis ball in a dirt field 
34296	a boy slide down a slide with his leg apart 
34297	a brown dog at the edge of a body of water surrounded by snow 
34298	a boy riding a bicycle while a man hold onto the bike 
34299	a little girl in a pink top is spinning a stick that ha been set on fire 
34300	a boy dressed in soccer attire and holding his shoe getting out of a car 
34301	the wet dog leaped toward the basketball 
34302	two child play on the bed with a remote control 
34303	two kid are skateboarding 
34304	a person in swim trunk jumping down an inflatable slide
34305	three dog are running around in the snow 
34306	a brown dog is running through an obstacle course 
34307	three men are standing in a crowd talking 
34308	smiling young girl wearing pink headband and lavender shirt
34309	a child kick a ball into the air 
34310	three kid laugh  a girl in the middle with a red jacket and red tie  a boy on either side 
34311	there is a man with a young child in a red outfit looking at advertisement 
34312	a young man wearing a red pokemon shirt carrying a small red box
34313	one boy push a shopping cart with another smaller boy standing up in it 
34314	a girl in a tank top and jean capri stand on railroad track 
34315	two people wait at an enclosed bus stop on a bench with advertisement present 
34316	a toddler hold a rubber chicken suspended in air
34317	a person pours water into a work bucket near a shovel and three other people 
34318	a large yellow dog is retrieving a stick 
34319	three boy wearing green shirt and tan pant pose at the top of a slide 
34320	a young curly brown headed boy is jumping into the arm of a woman in a pool 
34321	a man eats corn on the cob while talking to a woman 
34322	race dog run around a curve 
34323	mother and daughter play in the wave 
34324	a small boy in a hat asleep on a padded bench 
34325	a woman wearing a neon jacket standing next to a large machine 
34326	a man sleeping on a sheltered public bench 
34327	a man in a stripy hat is standing in a house built from ice that ha a pair of boot in the doorway 
34328	a silhouette of a man over a mountaintop 
34329	a girl in a black shirt is looking to the side while sitting on a wooden bench 
34330	a dog with a rope toy in it mouth run on the grass 
34331	a beautiful waterfall flow down the side of a mossy rock wall 
34332	a child play in a pool while wearing orange floaties 
34333	a shirtless man jump his bmx bike 
34334	african gather water at an outdoor tap 
34335	a group of people are looking into the distance 
34336	a black dog is running outside with a toy in it mouth 
34337	an officer and dog are walking in front of a queue of people 
34338	a man next to his black jeep 
34339	a woman in a black bathing suit is sitting under a purple umbrella on the beach next to the ocean 
34340	a young boy grin a he hold up a clump of snow 
34341	a person is coming down a yellow water slide into a pool 
34342	a boy is doing a trick on his skateboard in a park 
34343	a white dog biting an orange cat on the bed  pillow behind 
34344	a man and a woman are kissing in a crowded street 
34345	two guy sit on rock while another stand looking in the distance 
34346	two girl playing with people and flower behind them 
34347	the black and white dog is swimming in the river 
34348	in this picture all men from both basketball team with red and green jersey are jumping 
34349	one policeman sitting on his motorcycle with two fellow policeman standing to the left
34350	a little boy with his sunglass on 
34351	three people are sitting on a bus stop bench in between two tropical palm tree 
34352	a baseball player punting 
34353	a chubby or buff kid in short is holding on to weight 
34354	an actor dressed a a pirate performs in an outdoor park 
34355	a boy enjoys puddle jumping on the big yellow dot 
34356	a girl in a pink hat pick a flower from a tree 
34357	a light brown dog and a black and brown dog are in some dry brush 
34358	a group of child sitting on folding chair and playing 
34359	a crowded street in italy 
34360	a brown dog is jumping over a fence and another dog is chasing it 
34361	a young boy carrying a basket collect easter egg in the grass 
34362	a group of men play croquet 
34363	the boy wearing a black shirt and blue jean is holding a red baseball bat 
34364	a baseball player catch the ball while the batter reach the base 
34365	a bird flying in the air
34366	six woman wait to use a portojohn in a field 
34367	a happy baby wear an orange life vest 
34368	one black dog with a toy and one yellow dog 
34369	a collie jump over a white agility jump
34370	one football player holding the ball is chased by another football player from the opposing team
34371	a dog sled race through the snow 
34372	a tan dog wearing a multicolored color running on the beach
34373	some child run through a fountain 
34374	a man wearing white walk passed a shuttered building with an advertising banner over the door 
34375	three young girl play wrestling and laugh a lot 
34376	a beautiful sunset with three people in a boat on the lake 
34377	the men are walking barefoot on a tightrope 
34378	a skier is in the snow next to a red flag 
34379	teenager play in shopping cart of a rooftop 
34380	a girl lay on her driveway 
34381	a man walking around the corner of a red building 
34382	a girl is sitting on a log in the middle of some tree 
34383	a small child ride down the sidewalk on a scooter in a neighborhood 
34384	the man is wearing a black hat  a beige shirt and ha his sunglass hanging off the shirt 
34385	the child wearing striped pant is holding an object 
34386	two dog  one light brown and one grey  play outdoors on the grass 
34387	a male surfer is on his stomach and riding a wave 
34388	a young girl wearing a pink tutu dancing with another young boy in the background 
34389	a rollerblader is performing a trick on a ramp 
34390	a tan dog wearing a blue collar is playing with an orange toy 
34391	little boy running in a grassy field towards a tree 
34392	a person attached to a parasail and wearing equipment on his foot is suspended in midair over a snowy landscape  while silhouetted against a sunny  blue sky 
34393	a woman with a blue headdress and a boy with a headband make a peace sign with their finger
34394	two woman look out at many house below 
34395	two men in karate uniform kicking each other 
34396	the man is playing with his star war light sword 
34397	a closeup of a child on a playground with adult supervision 
34398	a young girl slide down a bar in a play structure 
34399	the small boy is excited he will be riding a gocart 
34400	an infant is crawling on a wood floor  with a water bottle laying nearby 
34401	a child falling back to kick a soccer ball 
34402	an older woman in hiking clothing and a summer hat smile 
34403	a woman in a brown strip is taking a swing with a baseball bat at a yellow ball  whilst another woman is waiting on the sideline 
34404	a group of greyhound race on a track 
34405	a man in beige pant doe a trick on a bicycle 
34406	the white and brown dog run on a field for an orange ball 
34407	a young boy wearing a blue shirt lie on the grass 
34408	a little boy spays a hose at his brother who is on the other side of a window 
34409	a white swan is skimming across the surface of the water 
34410	a boy play goalie at a soccer game 
34411	two girl wade in the surf  and one show of her flexibility 
34412	a curly clack dog is running down a natural path 
34413	the brown dog who look like a dingo look out of the forest 
34414	a small child is running on the shore of the beach surrounded by bird 
34415	child yelling and walking across sand  another figure and ocean in background 
34416	two child with a yellow and blue umbrella play in the bathtub 
34417	woman competing in the long jump  photographed in midair 
34418	a cricketer wielding a wear a white suit and black helmet with a face guard 
34419	a person on a bmx bike 
34420	a woman in a jacket is posing for a camera smiling in a mostly empty restaurant 
34421	three dog are jumping up at the man waving a stick 
34422	a new bride dressed in white throw a bouquet to waiting female behind her 
34423	a lone surfer on a white surfboard atop a huge wave in the ocean 
34424	a group of people rowing in a boat near a city 
34425	a grey in a grey sweashirt running alongside of a small dog
34426	a large group of people line dancing in a dim room 
34427	the three young child played with some toilet paper in the grass 
34428	a little girl wearing a pink shirt is sitting at the table and drinking a milkshake
34429	a young man wearing a black hat and jacket is walking outside 
34430	a man in a black jacket is holding a little girl s hand while walking down the city street
34431	two men wearing black belt martial art uniform are sparring  one of whom ha kicked his foot up to the other man s face 
34432	a child wearing a pink shirt is jumping into the air with their leg and arm spread 
34433	a black and white dog rest it head on a camera 
34434	woman in long skirt and jacket dancing in the back of a mcdonald s 
34435	a person on a parasail jump off a wave 
34436	man dressed a a judge pretending to hang another man on top of a truck 
34437	a man in a blue shirt is running in a stadium field 
34438	a basketball player is looking up and set to throw the ball 
34439	three kid stand in an array of water fountain 
34440	group of people watching a skateboarder do trick at a skate park 
34441	a dog swimming in a pond 
34442	a woman at a table looking down 
34443	a toddler in a blue bandanna playing with a set of ring on a stick 
34444	the girl sky down the snowy mountain 
34445	a group of young child playing on a plastic boat inside a house
34446	the boy in the orange shirt is throwing the ball 
34447	several child are playing outside with a wet tarp on the ground 
34448	the wet  brown dog ha a stick in his mouth and is running in the sand next to the water 
34449	the black and white dog jump in the air to catch the white frisbee on the grassy field 
34450	a man wearing yellow hiviz is grasping a wooden board 
34451	a very thin  black dog running in a field 
34452	the little boy walk carefully down the rock holding his arm out to balance himself 
34453	a little boy in an orange collared shirt is swinging a baseball bat 
34454	a shaggy dog with a toy in it mouth 
34455	a kid sliding down a slide while another kid look on
34456	someone is kayaking in a yellow kayak over choppy water 
34457	adult man hold toddler 
34458	a dog on rocky terrain
34459	a little blond boy and a young woman in jean walk through a plaza 
34460	a woman walk four dog 
34461	five young people on the street  two sharing a bicycle 
34462	a reson is in a blue canoe in front of some plant 
34463	two child jump a they run down a large sand dune towards the beach 
34464	an african family are standing in front of some makeshift house 
34465	a brown dog run in a field 
34466	a young boy hold up a candy bar while yelling 
34467	group of people standing in the town square looking up 
34468	two men grapple up a waterfall 
34469	a red covered boat racing across the water
34470	a brown and white dog is catching a tennis ball while standing on it hind leg 
34471	a man in a suit leap toward his bride 
34472	a man with no shirt is standing in a parade wearing a plastic flower necklace 
34473	a man wakeboard in the water 
34474	a woman wearing an orange dress make a face while riding above the fair 
34475	an elderly man is holding and looking at another man s hand 
34476	a woman in blue ha a yellow ball in her mitt 
34477	a man on a bike is seen among a crowd of people at an outdoor event 
34478	a girl in a red polka dot bikini is jumping off a sand dune 
34479	the man with the red and grey shirt and glass is pointing 
34480	a blond boy in a dark hoodie is holding a fishing rod 
34481	a large column of bicyclist is cycling down a road 
34482	a race car driver smile and give the thumb up before a race 
34483	a dog wearing a muzzle is racing around a corner 
34484	a crowd of people gather for a meal indoors 
34485	a building with people outside 
34486	a little girl in red is swinging on her stomach on a playground swing 
34487	two identical brown dog side by side holding something white in both their mouth 
34488	a person ride a dirt bike 
34489	a toddler in a light blue overall sits at the top of a red plastic slide 
34490	a man jump over a wave on his surfboard 
34491	a girl with a toboggan and sunglass smile with her friend in the background a they do craft 
34492	person with two ski pole skiing down a snowy hill 
34493	a golden dog pass a blue ball to another golden dog on the beach 
34494	two dog play together 
34495	a male in a black shirt near a large curved archway 
34496	mountain climber are setting up their tent 
34497	the mountain biker is descending the hill on a woodland trail 
34498	a man in a green hat pose in the mountain
34499	there is a professional motorcyclist turning a corner 
34500	a baseball player trows the ball 
34501	a woman with a baby in a backpack  standing in a canyon 
34502	a couple stand near a piano and look up at a painting 
34503	six child  all with black hair  sit at a table for a picture 
34504	a man with long hair wearing gray clothes and a backpack 
34505	the black dog is pulling on something purple with it mouth 
34506	the arm of a swimmer rise from the water inside the striped lane marker 
34507	shopper in a fruit and vegetable market looking around 
34508	a skateboarder doing move on a bench 
34509	two high school basketball player reach to grab the ball  one falling to the floor 
34510	a girl in pink wear a funny nose mask 
34511	a crowd scene in a downtown area 
34512	a man is raising his hand in the air and ha a tshirt with the united state on it 
34513	several people move through a long alleyway near a parked motorized scooter 
34514	a dog is shaking itself dry on the beach next to the ocean 
34515	a female dj hold up a michael jackson album 
34516	the dog is walking with a toy 
34517	while the human put their foot into the fountain  the puppy on the side with his master check out the muzzle leash on the large rottweiler 
34518	two child walking away  down a path surrounded by tree 
34519	white dog with brown ear standing near water with head turned to one side 
34520	a white dog on a green leash is standing on it hind leg to look over a stone wall 
34521	diner sit at table in a crowded restaurant lit in blue 
34522	a large group of people fill the picture  which is taken from above 
34523	the brown dog is running towards a blue and yellow tube 
34524	a child wearing helmet is riding baby bicycle by side of walk path 
34525	a boy  wearing a baseball cap  jump in the air near some step 
34526	the woman is wearing a purple shirt and run on the beach 
34527	there is a medium sized tan colored dog out in the snow 
34528	a man on a red bicycle ride past several pedestrian 
34529	a dog swim in the ocean 
34530	a white and brown dog is catching a red ball in it mouth 
34531	a brown and black dog is chasing a black dog in the snow 
34532	this young biker ha his arm out a he try this trick 
34533	a man lifting a little boy out of the water 
34534	the man is doing a trick on his green bike 
34535	a young boy jumping from a bunk bed on a smaller bed 
34536	the man is holding the net for the boy playing baseball 
34537	a white puddle wearing a yellow school jacket on a lease
34538	a small child climb step outdoors in a grassy area 
34539	a soccer player in red being tackled by a soccer player in green 
34540	three young woman wearing wetsuits on beach  two gesturing at camera 
34541	two boy stand in an ocean a the sun set 
34542	a man play a piano painted with an image of a woman on it 
34543	a woman is sitting at the beach covered by a lot of seaweed 
34544	a small dog is running on the grass beside the road 
34545	a group of people walking through a grassy field 
34546	the woman is training her dog to jump through hoop using training equipment 
34547	a black and white dog with a red frisbee standing on a sandy beach 
34548	a black dog approach the camera with his hind leg raised and his ear forward 
34549	people dressed in costume are on ski 
34550	man and young child sitting on the ground in front of red rock wall 
34551	the little boy is at the side of the river throwing rock 
34552	a tall girl hurdle 
34553	woman with bike and helmet wait for traffic 
34554	the brown and black dog ha his mouth open 
34555	a girl speed by on her scooter 
34556	a child standing crouched on a tree limb 
34557	two dog look at something splashing in the water 
34558	a rocking climbing mountain inside a building 
34559	a woman in a marching band uniform holding out her arm to another woman 
34560	two mountainclimbing hiker ascend a rocky path through patch of snow 
34561	two people wearing white and pink plastic gesture at a mountain in the distance 
34562	two soccer opponent run and fight for the soocerball on a grassy field 
34563	two girl on an amusement park ride 
34564	a group of woman in pink dress walking across a crosswalk towards a cruisship 
34565	a man kneel in the wet sand at a beach near a dog 
